,the,to,of,in,and,said,a,s,for,oil,mln,u,on,that,from,at,it,is,by,tonnes
reuters-topics/crude/article266.txt,7,3,2,1,3,2,2,1,0,4,0,0,1,0,1,1,0,0,2,0
reuters-topics/crude/article500.txt,4,1,2,1,1,2,2,0,3,1,1,0,0,0,0,0,1,1,0,0
reuters-topics/crude/article514.txt,25,5,8,9,5,7,9,0,1,1,0,0,2,1,2,6,2,2,1,0
reuters-topics/crude/article272.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article299.txt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
reuters-topics/crude/article502.txt,12,3,6,1,2,4,4,1,1,0,0,0,1,1,2,1,2,1,0,0
reuters-topics/crude/article264.txt,15,14,4,4,5,3,3,3,3,5,0,3,0,2,0,3,0,1,0,0
reuters-topics/crude/article270.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article516.txt,26,15,7,15,6,10,6,12,1,1,0,10,0,5,2,1,2,1,4,0
reuters-topics/crude/article258.txt,3,5,2,4,3,3,2,0,0,1,2,0,0,0,0,1,4,1,2,0
reuters-topics/crude/article099.txt,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article066.txt,26,20,13,11,16,3,9,5,9,7,4,0,3,2,1,7,2,5,3,0
reuters-topics/crude/article072.txt,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article112.txt,20,15,13,6,8,8,11,2,3,2,10,0,5,3,2,3,4,1,2,0
reuters-topics/crude/article106.txt,16,15,5,15,10,14,8,7,9,9,3,1,8,4,4,2,3,3,1,0
reuters-topics/crude/article489.txt,14,7,3,3,3,3,4,2,0,7,1,2,3,3,0,1,2,1,0,0
reuters-topics/crude/article476.txt,22,17,9,14,8,12,2,0,3,1,12,0,3,4,3,2,4,5,0,0
reuters-topics/crude/article310.txt,9,5,4,3,4,5,1,2,3,1,0,2,2,4,0,0,1,2,0,0
reuters-topics/crude/article304.txt,30,16,12,13,11,1,10,8,4,4,1,2,0,1,1,1,5,4,3,0
reuters-topics/crude/article462.txt,4,2,4,4,1,4,8,1,1,2,0,0,0,2,0,0,0,0,0,0
reuters-topics/crude/article338.txt,2,4,0,3,2,4,1,4,0,1,0,0,0,1,0,0,2,3,0,0
reuters-topics/crude/article339.txt,4,3,1,0,1,3,3,1,2,4,0,0,0,1,0,3,4,1,0,0
reuters-topics/crude/article305.txt,20,22,7,11,13,20,10,3,7,3,8,0,3,15,1,6,6,6,6,0
reuters-topics/crude/article463.txt,7,2,2,3,2,4,4,1,1,4,0,0,1,1,0,0,0,0,0,0
reuters-topics/crude/article477.txt,8,6,1,0,4,3,4,0,3,5,1,0,3,0,0,1,1,2,2,0
reuters-topics/crude/article311.txt,2,1,4,1,4,3,1,1,0,4,1,0,0,0,1,0,3,0,1,0
reuters-topics/crude/article488.txt,0,1,0,4,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0
reuters-topics/crude/article107.txt,21,19,7,10,9,14,8,6,5,10,5,4,8,5,3,3,3,4,5,0
reuters-topics/crude/article113.txt,7,6,3,4,2,0,1,3,3,2,5,0,0,0,1,0,1,0,1,0
reuters-topics/crude/article073.txt,1,0,0,0,0,2,3,0,2,4,0,0,0,0,0,2,1,1,1,0
reuters-topics/crude/article067.txt,5,5,10,4,6,3,3,1,1,3,3,0,0,0,1,1,3,1,1,0
reuters-topics/crude/article098.txt,15,9,3,4,7,6,6,4,7,3,3,0,1,2,1,4,0,1,2,0
reuters-topics/crude/article259.txt,6,6,1,6,1,4,5,0,0,3,13,0,0,0,7,0,1,0,1,0
reuters-topics/crude/article271.txt,6,6,1,6,2,4,5,0,0,3,14,0,0,0,7,0,1,0,1,0
reuters-topics/crude/article517.txt,10,1,3,7,4,4,2,1,0,5,0,0,0,2,0,0,2,0,3,0
reuters-topics/crude/article503.txt,25,21,17,16,13,12,14,14,2,7,7,0,0,1,4,3,7,5,4,0
reuters-topics/crude/article265.txt,15,15,4,4,5,2,3,4,2,4,0,4,0,2,0,3,0,1,0,0
reuters-topics/crude/article558.txt,26,6,4,9,15,3,13,24,1,4,0,1,5,0,1,0,0,1,1,0
reuters-topics/crude/article564.txt,13,6,4,7,6,5,1,3,2,2,2,1,0,4,0,0,1,0,1,0
reuters-topics/crude/article202.txt,12,4,6,3,2,5,3,1,0,2,0,0,2,2,2,0,1,1,1,0
reuters-topics/crude/article216.txt,5,3,1,4,3,1,1,1,1,2,4,0,0,0,0,2,1,0,1,0
reuters-topics/crude/article570.txt,21,20,10,17,4,11,8,6,5,2,9,2,1,1,11,0,6,0,3,0
reuters-topics/crude/article028.txt,18,13,9,4,2,2,4,2,1,4,0,0,2,1,2,3,1,1,0,0
reuters-topics/crude/article000.txt,13,5,8,6,5,4,4,1,1,2,2,0,1,0,1,0,0,2,2,0
reuters-topics/crude/article014.txt,5,0,2,3,3,2,1,2,1,4,1,0,0,0,1,1,1,1,0,0
reuters-topics/crude/article148.txt,8,7,4,6,4,5,8,3,1,9,3,0,0,1,1,1,1,2,2,0
reuters-topics/crude/article174.txt,16,7,4,5,4,4,4,2,1,1,0,2,5,2,1,0,2,5,1,0
reuters-topics/crude/article160.txt,31,11,16,7,11,10,9,13,4,3,0,10,5,1,0,1,4,0,2,0
reuters-topics/crude/article389.txt,4,2,0,0,1,1,1,1,2,1,0,0,1,0,0,0,2,0,0,0
reuters-topics/crude/article438.txt,19,8,16,5,5,3,10,8,7,5,3,0,2,4,2,2,2,3,2,0
reuters-topics/crude/article410.txt,21,10,10,1,5,5,3,4,0,5,2,0,1,3,8,0,0,2,0,0
reuters-topics/crude/article376.txt,7,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0
reuters-topics/crude/article362.txt,34,10,20,15,9,4,11,12,0,5,0,0,4,1,2,2,3,3,5,0
reuters-topics/crude/article404.txt,8,3,3,2,3,3,1,1,1,4,2,0,1,1,0,0,1,1,1,0
reuters-topics/crude/article363.txt,18,6,12,8,7,3,8,3,3,2,4,0,0,1,0,2,0,1,2,0
reuters-topics/crude/article405.txt,8,3,3,2,3,3,1,1,1,4,2,0,1,1,0,0,1,1,1,0
reuters-topics/crude/article411.txt,9,1,3,4,1,3,4,0,1,3,0,0,0,2,0,2,1,2,0,0
reuters-topics/crude/article377.txt,20,23,14,6,8,14,9,6,5,8,1,1,8,2,1,6,1,2,2,0
reuters-topics/crude/article439.txt,24,25,11,12,13,18,6,3,4,10,8,0,3,2,5,2,3,3,8,0
reuters-topics/crude/article388.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article161.txt,38,13,3,16,5,10,15,11,5,4,0,7,9,5,1,2,9,3,2,0
reuters-topics/crude/article175.txt,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article149.txt,7,5,3,4,0,3,4,3,3,1,0,0,1,1,0,1,2,2,1,0
reuters-topics/crude/article015.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article001.txt,43,16,22,13,19,10,15,16,10,7,3,9,3,8,3,5,4,4,9,0
reuters-topics/crude/article029.txt,1,10,3,0,1,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0
reuters-topics/crude/article217.txt,18,13,4,16,10,1,17,5,6,6,0,4,1,0,6,2,0,0,3,0
reuters-topics/crude/article571.txt,9,7,5,4,7,4,5,3,7,6,0,1,6,0,1,0,1,0,0,0
reuters-topics/crude/article565.txt,4,1,2,0,1,1,4,0,5,1,0,0,0,0,0,0,2,2,1,0
reuters-topics/crude/article203.txt,14,7,6,4,8,2,5,2,0,1,0,0,4,3,0,3,1,0,0,0
reuters-topics/crude/article559.txt,10,9,4,9,3,4,4,1,2,7,0,0,2,1,0,0,0,0,2,0
reuters-topics/crude/article229.txt,7,3,0,1,2,2,2,2,0,2,0,1,2,2,0,0,0,1,0,0
reuters-topics/crude/article573.txt,10,5,5,1,1,1,2,3,0,1,0,1,1,2,0,2,0,1,0,0
reuters-topics/crude/article215.txt,5,3,1,4,3,1,1,1,1,2,4,0,0,0,0,2,1,0,1,0
reuters-topics/crude/article201.txt,11,6,5,8,8,4,2,2,5,2,0,0,2,2,2,1,1,2,0,0
reuters-topics/crude/article567.txt,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article017.txt,14,12,6,3,3,7,3,4,6,3,0,1,2,0,1,1,0,1,1,0
reuters-topics/crude/article003.txt,10,2,5,0,4,8,6,1,0,1,0,0,0,1,2,2,3,0,2,0
reuters-topics/crude/article188.txt,13,10,8,6,3,5,2,1,3,3,0,0,2,1,3,3,0,1,0,0
reuters-topics/crude/article163.txt,9,4,5,3,1,2,4,0,2,3,0,0,0,0,0,0,0,1,0,0
reuters-topics/crude/article177.txt,4,0,2,3,3,4,1,5,0,5,0,4,2,0,1,3,0,0,1,0
reuters-topics/crude/article349.txt,3,0,5,2,2,2,0,1,2,5,0,0,1,0,0,0,0,0,0,0
reuters-topics/crude/article407.txt,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article361.txt,2,3,1,2,3,1,2,2,1,3,1,0,1,0,0,0,0,1,2,0
reuters-topics/crude/article375.txt,2,1,3,1,1,3,1,0,0,2,3,0,2,0,2,2,1,0,2,0
reuters-topics/crude/article413.txt,2,0,3,1,3,2,1,1,0,2,0,0,0,0,0,2,0,0,0,0
reuters-topics/crude/article374.txt,4,17,5,1,2,2,3,3,5,2,0,0,0,0,0,0,2,0,2,0
reuters-topics/crude/article412.txt,7,3,3,3,0,3,3,0,1,0,2,0,0,1,0,3,0,3,0,0
reuters-topics/crude/article406.txt,10,11,11,2,1,6,4,3,1,6,1,0,0,1,0,1,2,2,3,0
reuters-topics/crude/article360.txt,35,16,30,22,25,13,25,17,11,24,9,8,4,5,3,2,4,7,3,0
reuters-topics/crude/article348.txt,5,4,5,3,2,1,0,1,0,5,0,0,0,0,1,0,0,0,1,0
reuters-topics/crude/article176.txt,3,1,3,0,3,2,0,1,1,1,1,0,0,0,0,0,1,2,0,0
reuters-topics/crude/article162.txt,25,9,8,8,9,6,7,11,7,2,0,6,4,1,2,2,4,4,4,0
reuters-topics/crude/article189.txt,4,8,0,4,2,2,0,0,0,4,6,0,0,1,1,1,0,0,0,0
reuters-topics/crude/article002.txt,19,5,3,3,4,6,4,1,3,2,0,0,2,0,1,1,2,1,2,0
reuters-topics/crude/article016.txt,11,10,6,1,1,3,1,1,0,3,0,0,3,0,0,1,1,1,1,0
reuters-topics/crude/article200.txt,49,11,23,22,10,11,11,2,6,2,0,2,3,9,1,2,8,5,3,0
reuters-topics/crude/article566.txt,26,10,16,13,6,6,5,9,1,4,4,1,2,0,7,4,2,0,4,0
reuters-topics/crude/article572.txt,10,5,5,1,1,1,2,3,0,1,0,1,1,2,0,2,0,1,0,0
reuters-topics/crude/article214.txt,21,15,7,6,0,3,6,3,2,4,0,2,2,3,3,4,7,0,0,0
reuters-topics/crude/article228.txt,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article210.txt,9,1,3,6,3,3,1,0,0,1,0,0,0,1,2,1,3,0,0,0
reuters-topics/crude/article576.txt,7,1,4,2,3,3,1,6,1,5,0,5,1,5,0,0,2,3,0,0
reuters-topics/crude/article562.txt,18,13,5,3,10,6,8,4,3,7,3,0,1,3,2,2,1,5,1,0
reuters-topics/crude/article204.txt,12,0,2,8,4,3,4,2,0,1,0,1,1,2,1,0,2,0,3,0
reuters-topics/crude/article238.txt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article012.txt,10,4,3,2,4,4,3,1,1,0,0,0,1,0,0,0,1,0,1,0
reuters-topics/crude/article006.txt,5,6,4,3,3,2,3,1,0,1,0,1,2,0,1,0,0,0,2,0
reuters-topics/crude/article199.txt,41,26,11,21,17,13,13,7,8,3,1,0,3,6,3,2,5,13,2,1
reuters-topics/crude/article166.txt,6,1,1,3,0,1,1,1,0,2,0,1,1,0,0,0,0,0,1,0
reuters-topics/crude/article172.txt,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
reuters-topics/crude/article364.txt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article402.txt,4,1,6,2,2,4,0,0,0,2,2,0,0,1,0,3,3,0,0,0
reuters-topics/crude/article416.txt,23,4,8,3,2,8,6,4,3,4,0,0,1,0,0,1,0,0,1,0
reuters-topics/crude/article370.txt,5,6,3,0,5,4,4,6,3,6,0,0,3,2,2,2,2,1,2,0
reuters-topics/crude/article358.txt,1,6,5,2,0,1,1,3,3,5,1,0,1,0,0,0,0,0,0,0
reuters-topics/crude/article359.txt,11,3,2,2,1,3,4,0,0,3,0,0,2,0,1,0,0,1,1,0
reuters-topics/crude/article417.txt,8,7,3,0,5,2,4,3,4,5,3,3,1,1,2,2,2,1,0,0
reuters-topics/crude/article371.txt,4,17,5,1,2,2,3,3,5,2,0,0,0,0,0,0,2,0,2,0
reuters-topics/crude/article365.txt,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article403.txt,16,6,7,2,4,6,5,5,2,9,2,0,0,1,6,0,1,3,3,0
reuters-topics/crude/article173.txt,1,4,0,0,2,2,6,0,1,3,0,0,0,3,0,0,2,0,1,0
reuters-topics/crude/article167.txt,34,14,18,10,8,13,14,25,1,7,4,20,9,4,3,4,5,2,5,0
reuters-topics/crude/article198.txt,16,10,13,12,7,5,11,2,2,2,0,0,3,2,3,1,4,3,0,0
reuters-topics/crude/article007.txt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article013.txt,11,8,4,14,3,0,7,6,7,5,0,6,3,0,4,2,0,2,2,0
reuters-topics/crude/article239.txt,4,6,3,0,0,2,3,0,0,0,0,0,0,1,2,4,2,0,0,0
reuters-topics/crude/article563.txt,1,5,2,6,4,2,0,1,0,4,1,1,0,1,1,0,3,1,0,0
reuters-topics/crude/article205.txt,11,10,2,4,5,4,1,2,2,1,0,1,4,1,0,0,3,1,0,0
reuters-topics/crude/article211.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article577.txt,15,14,7,5,4,5,2,8,2,9,0,5,1,7,0,0,2,5,0,0
reuters-topics/crude/article207.txt,25,8,3,8,7,3,7,1,1,1,0,2,3,5,1,2,0,2,3,0
reuters-topics/crude/article561.txt,33,20,10,3,14,13,15,9,9,14,3,4,4,3,3,5,8,2,7,0
reuters-topics/crude/article575.txt,3,3,2,4,3,3,6,0,1,4,5,2,3,0,2,0,0,0,1,0
reuters-topics/crude/article213.txt,10,4,1,0,2,3,1,1,1,1,0,1,1,0,0,2,0,2,1,0
reuters-topics/crude/article549.txt,16,7,12,9,6,6,8,9,2,7,6,0,2,1,9,3,2,0,3,0
reuters-topics/crude/article005.txt,4,1,1,3,4,2,1,0,0,4,0,0,0,1,2,0,0,0,1,1
reuters-topics/crude/article011.txt,15,9,11,5,4,9,4,7,10,12,0,6,5,2,1,2,1,2,4,0
reuters-topics/crude/article039.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
reuters-topics/crude/article171.txt,2,3,2,0,2,2,6,0,2,3,0,0,0,0,0,0,1,0,1,0
reuters-topics/crude/article165.txt,3,1,2,0,1,1,2,1,2,3,0,0,1,0,0,1,3,1,1,0
reuters-topics/crude/article159.txt,8,3,6,9,2,5,6,2,3,2,0,2,5,3,1,1,2,1,0,0
reuters-topics/crude/article398.txt,6,6,2,4,2,3,8,4,4,3,0,1,1,2,0,0,5,0,0,0
reuters-topics/crude/article373.txt,9,2,7,1,3,0,4,0,4,5,0,0,1,0,1,1,1,0,3,0
reuters-topics/crude/article415.txt,4,3,2,3,2,2,2,0,2,2,1,0,1,0,0,0,0,1,1,0
reuters-topics/crude/article401.txt,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
reuters-topics/crude/article367.txt,2,3,1,0,1,1,3,2,2,1,0,0,0,0,0,0,1,0,0,0
reuters-topics/crude/article429.txt,12,3,4,2,0,4,3,0,2,5,2,0,1,3,3,0,1,1,2,0
reuters-topics/crude/article428.txt,12,7,3,5,7,4,9,5,1,2,3,1,1,0,2,0,1,0,2,0
reuters-topics/crude/article400.txt,4,3,0,0,2,1,4,3,2,1,0,0,1,0,0,0,2,0,0,0
reuters-topics/crude/article366.txt,7,6,2,6,3,4,0,0,0,2,9,0,0,0,0,0,1,0,1,0
reuters-topics/crude/article372.txt,9,2,7,1,3,0,4,0,4,5,0,0,1,0,1,1,1,0,3,0
reuters-topics/crude/article414.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
reuters-topics/crude/article399.txt,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article158.txt,17,3,4,4,6,4,4,5,1,5,0,4,4,1,0,1,0,0,3,0
reuters-topics/crude/article164.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reuters-topics/crude/article170.txt,8,1,1,4,1,2,4,3,0,2,0,1,3,0,1,0,4,0,1,0
reuters-topics/crude/article038.txt,27,12,12,11,9,5,6,7,3,2,0,3,4,5,1,4,2,2,3,0
reuters-topics/crude/article010.txt,1,6,0,4,1,3,2,4,0,0,0,2,0,0,0,1,0,0,0,0
reuters-topics/crude/article004.txt,13,4,14,12,7,9,1,4,3,8,9,1,4,0,2,1,7,2,1,0
reuters-topics/crude/article548.txt,7,4,3,3,3,3,4,2,1,1,1,0,1,1,1,1,1,2,0,0
reuters-topics/crude/article574.txt,7,5,3,1,1,3,3,3,0,4,0,1,0,2,2,1,0,1,0,0
reuters-topics/crude/article212.txt,28,8,9,6,6,8,4,5,1,5,0,1,1,1,2,1,0,0,7,0
reuters-topics/crude/article206.txt,8,1,1,3,2,3,1,1,3,2,0,0,0,0,2,0,0,0,2,0
reuters-topics/crude/article560.txt,2,5,2,5,4,2,0,1,0,3,1,1,0,1,1,0,3,1,0,0
